CustomerID,Age,Gender,City,ProductCategory,Quantity,Membership,VisitFrequency,TotalSpend,HighSpender
C00285,48,Female,New York,Frozen Foods,10,No,1,437.2,Yes
C00286,47,Male,Miami,Snacks,9,No,13,316.71,Yes
C00287,59,Female,Houston,Snacks,1,Yes,1,9.37,No
C00288,52,Female,Chicago,Frozen Foods,5,No,13,11.3,No
C00289,24,Female,Houston,Frozen Foods,10,No,21,137.4,Yes
C00290,33,Male,Miami,Produce,5,Yes,5,229.35,Yes
C00291,43,Female,Miami,Beverages,1,No,23,33.74,No
C00292,65,Female,Houston,Beverages,1,No,17,46.05,No
C00293,69,Female,Houston,Dairy,3,Yes,16,68.58,No
C00294,66,Male,Houston,Bakery,9,Yes,21,422.01,Yes
C00295,19,Male,New York,Household,7,No,18,165.83,Yes
C00296,18,Female,Miami,Beverages,6,No,10,66.06,No
C00297,65,Male,Los Angeles,Dairy,9,Yes,17,75.78,No
C00298,29,Female,New York,Dairy,4,No,7,198.8,Yes
C00299,22,Male,New York,Snacks,4,Yes,15,69.44,No
C00300,54,Male,New York,Snacks,3,Yes,19,26.52,No
C00301,49,Female,Los Angeles,Bakery,5,Yes,27,7.05,No
C00302,26,Female,Houston,Produce,5,No,9,74.95,No
C00303,58,Female,Miami,Frozen Foods,10,Yes,21,445.7,Yes
C00304,52,Male,Chicago,Frozen Foods,7,No,21,190.19,Yes
C00305,36,Female,Chicago,Bakery,7,Yes,5,223.93,Yes
C00306,65,Male,Miami,Dairy,6,Yes,25,277.2,Yes
C00307,33,Male,Los Angeles,Bakery,4,No,29,104.52,Yes
C00308,20,Female,Chicago,Frozen Foods,7,Yes,10,294.56,Yes
C00309,37,Male,New York,Dairy,2,Yes,13,33.74,No
C00310,41,Female,Chicago,Frozen Foods,9,No,1,439.92,Yes
C00311,50,Male,Miami,Produce,7,No,21,34.02,No
C00312,41,Female,New York,Snacks,2,Yes,26,73.04,No
C00313,69,Male,Chicago,Snacks,10,Yes,6,333.7,Yes
C00314,28,Male,Miami,Dairy,2,No,25,20.78,No
C00315,66,Female,Los Angeles,Bakery,6,Yes,3,120.3,Yes
C00316,25,Male,Miami,Frozen Foods,7,Yes,17,114.31,Yes
C00317,53,Female,Los Angeles,Beverages,9,Yes,12,50.67,No
C00318,55,Male,New York,Produce,4,No,27,118.6,Yes
C00319,57,Male,Miami,Frozen Foods,8,No,11,397.52,Yes
C00320,37,Male,Houston,Household,10,No,8,284.2,Yes
C00321,52,Female,Houston,Beverages,2,No,25,55.44,No
C00322,65,Female,Houston,Produce,6,Yes,12,17.88,No
C00323,42,Female,Houston,Produce,4,No,11,31.28,No
C00324,52,Female,Houston,Snacks,8,No,22,209.2,Yes
C00325,42,Female,Los Angeles,Dairy,9,No,5,443.43,Yes
C00326,46,Male,Miami,Frozen Foods,2,No,28,87.9,No
C00327,35,Male,New York,Produce,7,Yes,8,123.69,Yes
C00328,63,Female,Houston,Frozen Foods,7,No,12,193.27,Yes
C00329,35,Male,Houston,Produce,8,No,22,224.64,Yes
C00330,19,Male,New York,Bakery,5,Yes,6,172.9,Yes
C00331,52,Male,New York,Snacks,3,Yes,9,104.1,Yes
C00332,33,Male,Houston,Dairy,1,No,25,39.7,No
C00333,58,Female,Los Angeles,Beverages,4,No,17,8.88,No
C00334,53,Male,New York,Beverages,3,No,28,141.72,Yes
C00335,50,Female,Miami,Bakery,2,Yes,2,8.86,No
C00336,21,Female,Miami,Household,6,No,1,145.98,Yes
C00337,50,Male,Los Angeles,Snacks,7,Yes,18,322.42,Yes
C00338,31,Female,Chicago,Produce,10,Yes,3,249.0,Yes
C00339,38,Male,Los Angeles,Snacks,7,Yes,29,28.84,No
C00340,65,Male,Houston,Dairy,8,Yes,14,97.84,No
C00341,37,Male,Chicago,Beverages,2,No,13,58.7,No
C00342,25,Female,Houston,Frozen Foods,10,Yes,2,53.1,No
C00343,24,Female,Miami,Beverages,6,No,22,130.56,Yes
C00344,20,Female,New York,Household,6,Yes,4,102.78,Yes
C00345,34,Male,Houston,Household,10,No,15,409.5,Yes
C00346,50,Male,Miami,Household,1,No,5,6.4,No
C00347,65,Male,Los Angeles,Household,2,No,10,68.92,No
C00348,29,Female,Houston,Dairy,9,Yes,9,188.28,Yes
C00349,68,Male,Miami,Produce,8,Yes,18,238.4,Yes
C00350,39,Male,New York,Snacks,4,No,3,44.28,No
C00351,39,Female,Houston,Beverages,6,Yes,14,185.28,Yes
C00352,63,Female,Miami,Household,2,No,10,68.04,No
C00353,47,Female,Houston,Beverages,5,Yes,17,22.2,No
C00354,55,Male,New York,Household,2,Yes,15,82.78,No
C00355,55,Male,Houston,Frozen Foods,5,Yes,18,216.0,Yes
C00356,62,Male,Houston,Snacks,7,No,17,28.77,No
C00357,68,Female,Miami,Frozen Foods,7,No,30,213.92,Yes
C00358,25,Female,Chicago,Frozen Foods,9,Yes,25,270.99,Yes
C00359,44,Female,Houston,Household,3,No,3,4.83,No
C00360,44,Female,Chicago,Produce,4,Yes,16,71.08,No
C00361,51,Male,Los Angeles,Beverages,9,No,19,436.32,Yes
C00362,38,Male,Houston,Bakery,8,No,13,225.76,Yes
C00363,47,Male,Chicago,Snacks,7,No,23,327.11,Yes
C00364,50,Male,Los Angeles,Produce,8,Yes,17,272.88,Yes
C00365,45,Male,Miami,Bakery,9,No,25,21.51,No
C00366,64,Male,Houston,Produce,4,Yes,23,19.24,No
C00367,50,Male,Miami,Household,5,Yes,16,181.95,Yes
C00368,22,Male,Los Angeles,Household,9,Yes,9,253.53,Yes
C00369,65,Female,Miami,Produce,7,No,24,50.61,No
C00370,36,Female,Miami,Dairy,4,No,21,124.36,Yes
C00371,21,Male,New York,Dairy,6,Yes,12,244.2,Yes
C00372,52,Female,Los Angeles,Produce,1,No,3,37.9,No
C00373,66,Male,Miami,Dairy,1,Yes,27,13.06,No
C00374,34,Male,Chicago,Snacks,9,Yes,9,122.85,Yes
C00375,61,Female,Los Angeles,Beverages,8,Yes,16,387.36,Yes
C00376,45,Male,New York,Bakery,1,No,5,44.48,No
C00377,47,Male,Houston,Household,2,No,25,33.2,No
C00378,46,Male,Miami,Snacks,4,No,19,165.52,Yes
C00379,63,Male,Chicago,Beverages,1,Yes,22,8.93,No
C00380,23,Male,New York,Dairy,2,No,13,21.3,No
C00381,52,Male,Los Angeles,Bakery,5,Yes,2,49.4,No
C00382,58,Male,Miami,Snacks,8,Yes,19,42.4,No
C00383,54,Female,New York,Frozen Foods,6,No,18,257.28,Yes
C00384,41,Female,New York,Household,6,No,12,176.16,Yes
C00385,46,Male,Chicago,Produce,4,Yes,18,54.76,No
C00386,66,Female,Houston,Household,2,Yes,5,85.16,No
C00387,63,Male,Houston,Beverages,3,No,26,120.99,Yes
C00388,48,Male,Houston,Beverages,6,No,20,35.7,No
C00389,52,Male,Los Angeles,Frozen Foods,6,Yes,27,195.36,Yes
C00390,50,Male,New York,Frozen Foods,5,No,20,181.85,Yes
C00391,69,Female,Los Angeles,Produce,6,No,29,216.48,Yes
C00392,38,Female,New York,Dairy,6,Yes,8,218.58,Yes
C00393,49,Female,Chicago,Household,1,No,30,9.3,No
C00394,40,Female,Chicago,Snacks,6,Yes,22,98.64,No
C00395,50,Male,Los Angeles,Snacks,5,No,16,211.8,Yes
C00396,20,Female,Los Angeles,Snacks,8,Yes,26,360.16,Yes
C00397,35,Male,Chicago,Dairy,9,Yes,2,132.12,Yes
C00398,42,Male,Miami,Household,6,No,13,12.78,No
C00399,59,Female,Houston,Household,10,No,1,431.3,Yes
C00400,48,Male,Houston,Produce,4,No,5,77.92,No
C00401,20,Female,Chicago,Snacks,3,No,23,51.42,No
C00402,57,Female,Houston,Beverages,10,Yes,21,180.0,Yes
C00403,63,Female,Miami,Beverages,1,No,12,21.37,No
C00404,41,Female,Miami,Beverages,7,No,4,136.78,Yes
C00405,67,Female,New York,Frozen Foods,5,Yes,5,143.8,Yes
C00406,49,Male,Los Angeles,Frozen Foods,4,Yes,11,19.48,No
C00407,64,Female,Houston,Dairy,9,Yes,10,437.49,Yes
C00408,39,Female,Miami,Snacks,7,No,8,328.23,Yes
C00409,40,Male,Los Angeles,Frozen Foods,10,Yes,21,467.9,Yes
C00410,19,Female,Los Angeles,Beverages,8,No,9,352.64,Yes
C00411,44,Female,New York,Frozen Foods,4,Yes,26,133.44,Yes
C00412,59,Male,Los Angeles,Household,10,No,7,118.3,Yes
C00413,19,Male,Los Angeles,Beverages,10,Yes,27,34.2,No
C00414,43,Female,Chicago,Snacks,8,Yes,29,46.96,No
C00415,34,Male,New York,Household,4,No,14,67.52,No
C00416,57,Female,New York,Dairy,1,No,11,25.69,No
C00417,50,Male,Houston,Produce,8,No,30,397.36,Yes
C00418,26,Female,Los Angeles,Produce,1,Yes,18,22.34,No
C00419,60,Female,Houston,Household,3,No,25,80.13,No
C00420,65,Female,Miami,Beverages,7,Yes,18,245.42,Yes
C00421,56,Male,Los Angeles,Frozen Foods,3,No,22,29.58,No
C00422,46,Female,Miami,Frozen Foods,8,No,30,373.68,Yes
C00423,59,Male,Chicago,Beverages,5,Yes,8,134.6,Yes
C00424,43,Female,Los Angeles,Snacks,3,Yes,2,43.62,No
